Null value: -9999.9	
Date (GMT)	Sea Temperature(ºC)
2013 05 22 12	16.428
2013 05 22 13	16.436
2013 05 22 14	16.441
2013 05 22 15	16.416
2013 05 22 16	16.401
2013 05 22 17	16.401
2013 05 22 18	16.376
2013 05 22 19	16.351
2013 05 22 20	16.333
2013 05 22 21	16.316
2013 05 22 22	16.299
2013 05 22 23	16.284
2013 05 23 00	16.264
2013 05 23 01	16.246
2013 05 23 02	16.239
2013 05 23 03	16.239
2013 05 23 04	16.232
2013 05 23 05	16.222
2013 05 23 06	16.252
2013 05 23 07	16.319
2013 05 23 08	16.372
2013 05 23 09	16.5
2013 05 23 10	16.59
2013 05 23 11	16.635
2013 05 23 12	16.636
2013 05 23 13	16.636
2013 05 23 14	16.625
2013 05 23 15	16.588
2013 05 23 16	16.56
2013 05 23 17	16.55
2013 05 23 18	16.522
2013 05 23 19	16.493
2013 05 23 20	16.476
2013 05 23 21	16.458
2013 05 23 22	16.442
2013 05 23 23	16.428
2013 05 24 00	16.416
2013 05 24 01	16.406
2013 05 24 02	16.404
2013 05 24 03	16.402
2013 05 24 04	16.395
2013 05 24 05	16.388
2013 05 24 06	16.424
2013 05 24 07	16.505
2013 05 24 08	16.568
2013 05 24 09	16.703
2013 05 24 10	16.815
2013 05 24 11	16.881
2013 05 24 12	16.918
2013 05 24 13	16.945
2013 05 24 14	16.967
2013 05 24 15	16.943
2013 05 24 16	16.925
2013 05 24 17	16.931
2013 05 24 18	16.903
2013 05 24 19	16.863
2013 05 24 20	16.832
2013 05 24 21	16.801
2013 05 24 22	16.776
2013 05 24 23	16.755
2013 05 25 00	16.737
2013 05 25 01	16.729
2013 05 25 02	16.726
2013 05 25 03	16.723
2013 05 25 04	16.717
2013 05 25 05	16.71
2013 05 25 06	16.751
2013 05 25 07	16.828
2013 05 25 08	16.88
2013 05 25 09	17.027
2013 05 25 10	17.265
2013 05 25 11	17.359
2013 05 25 12	17.363
2013 05 25 13	17.419
2013 05 25 14	17.465
2013 05 25 15	17.437
2013 05 25 16	17.413
2013 05 25 17	17.409
2013 05 25 18	17.362
2013 05 25 19	17.299
2013 05 25 20	17.255
2013 05 25 21	17.217
2013 05 25 22	17.185
2013 05 25 23	17.161
2013 05 26 00	17.143
2013 05 26 01	17.133
2013 05 26 02	17.126
2013 05 26 03	17.115
2013 05 26 04	17.108
2013 05 26 05	17.101
2013 05 26 06	17.13
2013 05 26 07	17.167
2013 05 26 08	17.199
2013 05 26 09	17.338
2013 05 26 10	17.588
2013 05 26 11	17.751
2013 05 26 12	17.791
2013 05 26 13	17.884
2013 05 26 14	17.939
2013 05 26 15	17.863
2013 05 26 16	17.784
2013 05 26 17	17.73
2013 05 26 18	17.662
2013 05 26 19	17.612
2013 05 26 20	17.578
2013 05 26 21	17.513
2013 05 26 22	17.439
2013 05 26 23	17.373
2013 05 27 00	17.316
2013 05 27 01	17.275
2013 05 27 02	17.238
2013 05 27 03	17.204
2013 05 27 04	17.177
2013 05 27 05	17.159
2013 05 27 06	17.166
2013 05 27 07	17.182
2013 05 27 08	17.193
2013 05 27 09	17.264
2013 05 27 10	17.369
2013 05 27 11	17.43
2013 05 27 12	17.433
2013 05 27 13	17.413
2013 05 27 14	17.377
2013 05 27 15	17.32
2013 05 27 16	17.274
2013 05 27 17	17.241
2013 05 27 18	17.193
2013 05 27 19	17.177
2013 05 27 20	17.209
2013 05 27 21	17.279
2013 05 27 22	17.373
2013 05 27 23	17.435
2013 05 28 00	17.451
2013 05 28 01	17.444
2013 05 28 02	17.429
2013 05 28 03	17.404
2013 05 28 04	17.376
2013 05 28 05	17.34
2013 05 28 06	17.342
2013 05 28 07	17.362
2013 05 28 08	17.376
2013 05 28 09	17.445
2013 05 28 10	17.507
2013 05 28 11	17.507
2013 05 28 12	17.486
2013 05 28 13	17.466
2013 05 28 14	17.469
2013 05 28 15	17.454
2013 05 28 16	17.453
2013 05 28 17	17.51
2013 05 28 18	17.574
2013 05 28 19	17.633
2013 05 28 20	17.629
2013 05 28 21	17.512
2013 05 28 22	17.397
2013 05 28 23	17.307
2013 05 29 00	17.226
2013 05 29 01	17.156
2013 05 29 02	17.096
2013 05 29 03	17.044
2013 05 29 04	17.0
2013 05 29 05	16.959
2013 05 29 06	16.938
2013 05 29 07	16.933
2013 05 29 08	16.936
2013 05 29 09	16.962
2013 05 29 10	17.002
2013 05 29 11	17.055
2013 05 29 12	17.134
2013 05 29 13	17.222
2013 05 29 14	17.306
2013 05 29 15	17.364
2013 05 29 16	17.375
2013 05 29 17	17.345
2013 05 29 18	17.262
2013 05 29 19	17.178
2013 05 29 20	17.108
2013 05 29 21	17.046
2013 05 29 22	16.994
2013 05 29 23	16.952
2013 05 30 00	16.917
2013 05 30 01	16.891
2013 05 30 02	16.873
2013 05 30 03	16.866
2013 05 30 04	16.866
2013 05 30 05	16.87
2013 05 30 06	16.899
2013 05 30 07	16.93
2013 05 30 08	16.963
2013 05 30 09	17.072
2013 05 30 10	17.304
2013 05 30 11	17.63
2013 05 30 12	17.908
2013 05 30 13	17.922
2013 05 30 14	17.878
2013 05 30 15	17.773
2013 05 30 16	17.731
2013 05 30 17	17.729
2013 05 30 18	17.701
2013 05 30 19	17.662
2013 05 30 20	17.628
2013 05 30 21	17.579
2013 05 30 22	17.514
2013 05 30 23	17.437
2013 05 31 00	17.35
2013 05 31 01	17.27
2013 05 31 02	17.205
2013 05 31 03	17.166
2013 05 31 04	17.143
2013 05 31 05	17.136
2013 05 31 06	17.16
2013 05 31 07	17.196
2013 05 31 08	17.241
2013 05 31 09	17.366
2013 05 31 10	17.639
2013 05 31 11	17.992
2013 05 31 12	18.344
2013 05 31 13	18.415
2013 05 31 14	18.246
2013 05 31 15	18.111
2013 05 31 16	18.093
2013 05 31 17	18.117
2013 05 31 18	18.104
2013 05 31 19	18.079
2013 05 31 20	18.065
2013 05 31 21	18.047
2013 05 31 22	18.026
2013 05 31 23	17.986
2013 06 01 00	17.934
2013 06 01 01	17.885
2013 06 01 02	17.826
2013 06 01 03	17.796
2013 06 01 04	17.776
2013 06 01 05	17.768
2013 06 01 06	17.817
2013 06 01 07	17.896
2013 06 01 08	17.976
2013 06 01 09	18.051
2013 06 01 10	18.152
2013 06 01 11	18.272
2013 06 01 12	18.33
2013 06 01 13	18.317
2013 06 01 14	18.24
2013 06 01 15	18.032
2013 06 01 16	17.8
2013 06 01 17	17.613
2013 06 01 18	17.474
2013 06 01 19	17.385
2013 06 01 20	17.34
2013 06 01 21	17.341
2013 06 01 22	17.383
2013 06 01 23	17.431
2013 06 02 00	17.472
2013 06 02 01	17.487
2013 06 02 02	17.473
2013 06 02 03	17.451
2013 06 02 04	17.423
2013 06 02 05	17.39
2013 06 02 06	17.394
2013 06 02 07	17.4
2013 06 02 08	17.394
2013 06 02 09	17.467
2013 06 02 10	17.662
2013 06 02 11	17.913
2013 06 02 12	18.163
2013 06 02 13	18.309
2013 06 02 14	18.307
2013 06 02 15	18.277
2013 06 02 16	18.276
2013 06 02 17	18.261
2013 06 02 18	18.17
2013 06 02 19	18.052
2013 06 02 20	17.95
2013 06 02 21	17.867
2013 06 02 22	17.815
2013 06 02 23	17.773
2013 06 03 00	17.728
2013 06 03 01	17.686
2013 06 03 02	17.645
2013 06 03 03	17.6
2013 06 03 04	17.551
2013 06 03 05	17.495
2013 06 03 06	17.473
2013 06 03 07	17.461
2013 06 03 08	17.45
2013 06 03 09	17.543
2013 06 03 10	17.768
2013 06 03 11	18.056
2013 06 03 12	18.393
2013 06 03 13	18.746
2013 06 03 14	18.982
2013 06 03 15	18.874
2013 06 03 16	18.686
2013 06 03 17	18.571
2013 06 03 18	18.413
2013 06 03 19	18.28
2013 06 03 20	18.191
2013 06 03 21	18.116
2013 06 03 22	18.058
2013 06 03 23	18.017
2013 06 04 00	17.987
2013 06 04 01	17.976
2013 06 04 02	17.967
2013 06 04 03	17.954
2013 06 04 04	17.934
2013 06 04 05	17.911
2013 06 04 06	17.939
2013 06 04 07	17.996
2013 06 04 08	18.054
2013 06 04 09	18.237
2013 06 04 10	18.517
2013 06 04 11	18.771
2013 06 04 12	18.96
2013 06 04 13	19.011
2013 06 04 14	19.009
2013 06 04 15	18.979
2013 06 04 16	18.885
2013 06 04 17	18.824
2013 06 04 18	18.725
2013 06 04 19	18.653
2013 06 04 20	18.622
2013 06 04 21	18.603
2013 06 04 22	18.587
2013 06 04 23	18.571
2013 06 05 00	18.47
2013 06 05 01	18.443
2013 06 05 02	18.409
2013 06 05 03	18.372
2013 06 05 04	18.338
2013 06 05 05	18.308
2013 06 05 06	18.323
2013 06 05 07	18.363
2013 06 05 08	18.406
2013 06 05 09	18.538
2013 06 05 10	18.746
2013 06 05 11	18.967
2013 06 05 12	19.221
2013 06 05 13	19.36
2013 06 05 14	19.161
2013 06 05 15	18.917
2013 06 05 16	18.814
2013 06 05 17	18.767
2013 06 05 18	18.705
2013 06 05 19	18.638
2013 06 05 20	18.593
2013 06 05 21	18.549
2013 06 05 22	18.504
2013 06 05 23	18.464
2013 06 06 00	18.424
2013 06 06 01	18.386
2013 06 06 02	18.351
2013 06 06 03	18.315
2013 06 06 04	18.28
2013 06 06 05	18.246
2013 06 06 06	18.247
2013 06 06 07	18.263
2013 06 06 08	18.273
2013 06 06 09	18.327
2013 06 06 10	18.388
2013 06 06 11	18.435
2013 06 06 12	18.473
2013 06 06 13	18.477
2013 06 06 14	18.431
2013 06 06 15	18.329
2013 06 06 16	18.216
2013 06 06 17	18.126
2013 06 06 18	18.047
2013 06 06 19	18.009
2013 06 06 20	18.005
2013 06 06 21	18.01
2013 06 06 22	18.011
2013 06 06 23	18.003
2013 06 07 00	17.984
2013 06 07 01	17.957
2013 06 07 02	17.923
2013 06 07 03	17.916
2013 06 07 04	17.913
2013 06 07 05	17.909
2013 06 07 06	17.968
2013 06 07 07	18.069
2013 06 07 08	18.19
2013 06 07 09	18.331
2013 06 07 10	18.394
2013 06 07 11	18.387
2013 06 07 12	18.343
2013 06 07 13	18.325
2013 06 07 14	18.321
2013 06 07 15	18.289
2013 06 07 16	18.235
2013 06 07 17	18.179
2013 06 07 18	18.132
2013 06 07 19	18.099
2013 06 07 20	18.074
2013 06 07 21	18.052
2013 06 07 22	18.03
2013 06 07 23	18.008
2013 06 08 00	17.984
2013 06 08 01	17.963
2013 06 08 02	17.942
2013 06 08 03	17.92
2013 06 08 04	17.898
2013 06 08 05	17.876
2013 06 08 06	17.886
2013 06 08 07	17.904
2013 06 08 08	17.927
2013 06 08 09	18.002
2013 06 08 10	18.07
2013 06 08 11	18.101
2013 06 08 12	18.108
2013 06 08 13	18.111
2013 06 08 14	18.109
2013 06 08 15	18.101
2013 06 08 16	18.098
2013 06 08 17	18.102
2013 06 08 18	18.091
2013 06 08 19	18.075
2013 06 08 20	18.061
2013 06 08 21	18.043
2013 06 08 22	18.029
2013 06 08 23	18.018
2013 06 09 00	18.072
2013 06 09 01	18.072
2013 06 09 02	18.059
2013 06 09 03	18.074
2013 06 09 04	18.09
2013 06 09 05	18.1
2013 06 09 06	18.177
2013 06 09 07	18.317
2013 06 09 08	18.503
2013 06 09 09	18.759
2013 06 09 10	18.884
2013 06 09 11	18.84
2013 06 09 12	18.702
2013 06 09 13	18.607
2013 06 09 14	18.529
2013 06 09 15	18.426
2013 06 09 16	18.338
2013 06 09 17	18.278
2013 06 09 18	18.24
2013 06 09 19	18.209
2013 06 09 20	18.186
2013 06 09 21	18.167
2013 06 09 22	18.16
2013 06 09 23	18.167
2013 06 10 00	18.175
2013 06 10 01	18.185
2013 06 10 02	18.197
2013 06 10 03	18.239
2013 06 10 04	18.282
2013 06 10 05	18.307
2013 06 10 06	18.394
2013 06 10 07	18.564
2013 06 10 08	18.808
2013 06 10 09	19.09
2013 06 10 10	19.271
2013 06 10 11	19.129
2013 06 10 12	18.934
2013 06 10 13	18.736
2013 06 10 14	18.541
2013 06 10 15	18.344
2013 06 10 16	18.202
2013 06 10 17	18.131
2013 06 10 18	18.106
2013 06 10 19	18.116
2013 06 10 20	18.146
2013 06 10 21	18.177
2013 06 10 22	18.217
2013 06 10 23	18.263
2013 06 11 00	18.312
2013 06 11 01	18.346
2013 06 11 02	18.363
2013 06 11 03	18.399
2013 06 11 04	18.421
2013 06 11 05	18.43
2013 06 11 06	18.497
2013 06 11 07	18.612
2013 06 11 08	18.765
2013 06 11 09	19.001
2013 06 11 10	19.293
2013 06 11 11	19.395
2013 06 11 12	19.267
2013 06 11 13	19.111
2013 06 11 14	18.957
2013 06 11 15	18.764
2013 06 11 16	18.628
2013 06 11 17	18.567
2013 06 11 18	18.555
2013 06 11 19	18.575
2013 06 11 20	18.603
2013 06 11 21	18.629
2013 06 11 22	18.64
2013 06 11 23	18.635
2013 06 12 00	16.803
2013 06 12 01	16.761
2013 06 12 02	16.728
2013 06 12 03	16.702
2013 06 12 04	16.686
2013 06 12 05	16.678
2013 06 12 06	16.707
2013 06 12 07	16.757
2013 06 12 08	16.824
2013 06 12 09	17.055
2013 06 12 10	17.425
2013 06 12 11	17.779
2013 06 12 12	17.781
2013 06 12 13	17.854
2013 06 12 14	17.889
2013 06 12 15	17.869
2013 06 12 16	17.847
2013 06 12 17	17.833
2013 06 12 18	17.768
2013 06 12 19	17.682
2013 06 12 20	17.6
2013 06 12 21	17.525
2013 06 12 22	17.459
2013 06 12 23	17.41
2013 06 13 00	17.359
2013 06 13 01	17.307
2013 06 13 02	17.268
2013 06 13 03	17.24
2013 06 13 04	17.226
2013 06 13 05	17.216
2013 06 13 06	17.246
2013 06 13 07	17.292
2013 06 13 08	17.344
2013 06 13 09	17.532
2013 06 13 10	17.874
2013 06 13 11	18.208
2013 06 13 12	18.539
2013 06 13 13	18.674
2013 06 13 14	18.565
2013 06 13 15	18.56
2013 06 13 16	18.555
2013 06 13 17	18.518
2013 06 13 18	18.377
2013 06 13 19	18.224
2013 06 13 20	18.116
2013 06 13 21	18.042
2013 06 13 22	17.996
2013 06 13 23	17.963
2013 06 14 00	17.924
2013 06 14 01	17.884
2013 06 14 02	17.847
2013 06 14 03	17.809
2013 06 14 04	17.775
2013 06 14 05	17.745
2013 06 14 06	17.75
2013 06 14 07	17.78
2013 06 14 08	17.826
2013 06 14 09	18.02
2013 06 14 10	18.371
2013 06 14 11	18.732
2013 06 14 12	19.082
2013 06 14 13	19.098
2013 06 14 14	18.96
2013 06 14 15	18.813
2013 06 14 16	18.716
2013 06 14 17	18.658
2013 06 14 18	18.615
2013 06 14 19	18.621
2013 06 14 20	18.671
2013 06 14 21	18.73
2013 06 14 22	18.769
2013 06 14 23	18.777
2013 06 15 00	18.751
2013 06 15 01	18.737
2013 06 15 02	18.735
2013 06 15 03	18.735
2013 06 15 04	18.744
2013 06 15 05	18.755
2013 06 15 06	18.784
2013 06 15 07	18.826
2013 06 15 08	18.858
2013 06 15 09	18.95
2013 06 15 10	19.174
2013 06 15 11	19.46
2013 06 15 12	19.688
2013 06 15 13	19.605
2013 06 15 14	19.455
2013 06 15 15	19.266
2013 06 15 16	19.151
2013 06 15 17	19.109
2013 06 15 18	19.094
2013 06 15 19	19.136
2013 06 15 20	19.239
2013 06 15 21	19.358
2013 06 15 22	19.455
2013 06 15 23	19.509
2013 06 16 00	19.515
2013 06 16 01	19.499
2013 06 16 02	19.469
2013 06 16 03	19.425
2013 06 16 04	19.368
2013 06 16 05	19.296
2013 06 16 06	19.245
2013 06 16 07	19.217
2013 06 16 08	19.209
2013 06 16 09	19.362
2013 06 16 10	19.601
2013 06 16 11	19.556
2013 06 16 12	19.46
2013 06 16 13	19.435
2013 06 16 14	19.437
2013 06 16 15	19.424
2013 06 16 16	19.429
2013 06 16 17	19.472
2013 06 16 18	19.497
2013 06 16 19	19.522
2013 06 16 20	19.563
2013 06 16 21	19.597
2013 06 16 22	19.628
2013 06 16 23	19.65
2013 06 17 00	19.659
2013 06 17 01	19.653
2013 06 17 02	19.638
2013 06 17 03	19.623
2013 06 17 04	19.604
2013 06 17 05	19.58
2013 06 17 06	19.575
2013 06 17 07	19.567
2013 06 17 08	19.555
2013 06 17 09	19.602
2013 06 17 10	19.72
2013 06 17 11	19.891
2013 06 17 12	20.135
2013 06 17 13	20.305
2013 06 17 14	20.381
2013 06 17 15	20.422
2013 06 17 16	20.361
2013 06 17 17	20.255
2013 06 17 18	20.106
2013 06 17 19	20.023
2013 06 17 20	19.968
2013 06 17 21	19.924
2013 06 17 22	19.874
2013 06 17 23	19.817
2013 06 18 00	19.752
2013 06 18 01	19.691
2013 06 18 02	19.635
2013 06 18 03	19.588
2013 06 18 04	19.547
2013 06 18 05	19.519
2013 06 18 06	19.522
2013 06 18 07	19.532
2013 06 18 08	19.539
2013 06 18 09	19.563
2013 06 18 10	19.596
2013 06 18 11	19.627
2013 06 18 12	19.649
2013 06 18 13	19.664
2013 06 18 14	19.674
2013 06 18 15	19.661
2013 06 18 16	19.649
2013 06 18 17	19.645
2013 06 18 18	19.623
2013 06 18 19	19.599
2013 06 18 20	19.575
2013 06 18 21	19.541
2013 06 18 22	19.504
2013 06 18 23	19.465
2013 06 19 00	18.797
2013 06 19 01	18.775
2013 06 19 02	18.745
2013 06 19 03	18.707
2013 06 19 04	18.669
2013 06 19 05	18.63
2013 06 19 06	18.62
2013 06 19 07	18.627
2013 06 19 08	18.642
2013 06 19 09	18.708
2013 06 19 10	18.807
2013 06 19 11	18.931
2013 06 19 12	19.134
2013 06 19 13	19.458
2013 06 19 14	19.614
2013 06 19 15	19.455
2013 06 19 16	19.351
2013 06 19 17	19.282
2013 06 19 18	19.142
2013 06 19 19	18.976
2013 06 19 20	18.796
2013 06 19 21	18.594
2013 06 19 22	18.409
2013 06 19 23	18.28
2013 06 20 00	18.209
2013 06 20 01	18.2
2013 06 20 02	18.228
2013 06 20 03	18.278
2013 06 20 04	18.339
2013 06 20 05	18.406
2013 06 20 06	18.493
2013 06 20 07	18.588
2013 06 20 08	18.674
2013 06 20 09	18.802
2013 06 20 10	19.025
2013 06 20 11	19.31
2013 06 20 12	19.553
2013 06 20 13	19.486
2013 06 20 14	19.25
2013 06 20 15	18.972
2013 06 20 16	18.76
2013 06 20 17	18.59
2013 06 20 18	18.406
2013 06 20 19	18.247
2013 06 20 20	18.139
2013 06 20 21	18.059
2013 06 20 22	18.024
2013 06 20 23	18.05
2013 06 21 00	18.138
2013 06 21 01	18.274
2013 06 21 02	18.418
2013 06 21 03	18.548
2013 06 21 04	18.642
2013 06 21 05	18.691
2013 06 21 06	18.725
2013 06 21 07	18.746
2013 06 21 08	18.749
2013 06 21 09	18.773
2013 06 21 10	18.85
2013 06 21 11	19.048
2013 06 21 12	19.329
2013 06 21 13	19.622
2013 06 21 14	19.607
2013 06 21 15	19.325
2013 06 21 16	19.29
2013 06 21 17	19.33
2013 06 21 18	19.304
2013 06 21 19	19.189
2013 06 21 20	19.053
2013 06 21 21	18.898
2013 06 21 22	18.809
2013 06 21 23	18.781
2013 06 22 00	18.787
2013 06 22 01	18.818
2013 06 22 02	18.848
2013 06 22 03	18.862
2013 06 22 04	18.863
2013 06 22 05	18.844
2013 06 22 06	18.832
2013 06 22 07	18.831
2013 06 22 08	18.82
2013 06 22 09	18.878
2013 06 22 10	19.064
2013 06 22 11	19.282
2013 06 22 12	19.458
2013 06 22 13	19.594
2013 06 22 14	19.661
2013 06 22 15	19.549
2013 06 22 16	19.385
2013 06 22 17	19.286
2013 06 22 18	19.154
2013 06 22 19	19.063
2013 06 22 20	19.024
2013 06 22 21	19.0
2013 06 22 22	18.985
2013 06 22 23	18.977
2013 06 23 00	18.969
2013 06 23 01	18.963
2013 06 23 02	18.966
2013 06 23 03	18.973
2013 06 23 04	18.98
2013 06 23 05	18.978
2013 06 23 06	19.014
2013 06 23 07	19.089
2013 06 23 08	19.156
2013 06 23 09	19.339
2013 06 23 10	19.619
2013 06 23 11	19.902
2013 06 23 12	20.209
2013 06 23 13	20.527
2013 06 23 14	20.784
2013 06 23 15	20.819
2013 06 23 16	20.696
2013 06 23 17	20.495
2013 06 23 18	20.319
2013 06 23 19	20.167
2013 06 23 20	20.018
2013 06 23 21	19.879
2013 06 23 22	19.8
2013 06 23 23	19.743
2013 06 24 00	19.689
2013 06 24 01	19.641
2013 06 24 02	19.612
2013 06 24 03	19.602
2013 06 24 04	19.604
2013 06 24 05	19.611
2013 06 24 06	19.664
2013 06 24 07	19.727
2013 06 24 08	19.769
2013 06 24 09	19.878
2013 06 24 10	20.054
2013 06 24 11	20.244
2013 06 24 12	20.432
2013 06 24 13	20.618
2013 06 24 14	20.774
2013 06 24 15	20.775
2013 06 24 16	20.629
2013 06 24 17	20.545
2013 06 24 18	20.414
2013 06 24 19	20.311
2013 06 24 20	20.242
2013 06 24 21	20.189
2013 06 24 22	20.146
2013 06 24 23	20.115
2013 06 25 00	20.094
2013 06 25 01	20.086
2013 06 25 02	20.085
2013 06 25 03	20.087
2013 06 25 04	20.082
2013 06 25 05	20.064
2013 06 25 06	20.058
2013 06 25 07	20.074
2013 06 25 08	20.089
2013 06 25 09	20.139
2013 06 25 10	20.204
2013 06 25 11	20.267
2013 06 25 12	20.35
2013 06 25 13	20.418
2013 06 25 14	20.461
2013 06 25 15	20.424
2013 06 25 16	20.372
2013 06 25 17	20.362
2013 06 25 18	20.346
2013 06 25 19	20.343
2013 06 25 20	20.384
2013 06 25 21	20.441
2013 06 25 22	20.493
2013 06 25 23	20.531
2013 06 26 00	20.199
2013 06 26 01	20.172
2013 06 26 02	20.141
2013 06 26 03	20.106
2013 06 26 04	20.071
2013 06 26 05	20.033
2013 06 26 06	20.025
2013 06 26 07	20.03
2013 06 26 08	20.052
2013 06 26 09	20.144
2013 06 26 10	20.288
2013 06 26 11	20.465
2013 06 26 12	20.68
2013 06 26 13	20.834
2013 06 26 14	20.943
2013 06 26 15	20.946
2013 06 26 16	20.865
2013 06 26 17	20.786
2013 06 26 18	20.696
2013 06 26 19	20.634
2013 06 26 20	20.607
2013 06 26 21	20.588
2013 06 26 22	20.562
2013 06 26 23	20.54
2013 06 27 00	20.513
2013 06 27 01	20.482
2013 06 27 02	20.45
2013 06 27 03	20.418
2013 06 27 04	20.387
2013 06 27 05	20.353
2013 06 27 06	20.349
2013 06 27 07	20.361
2013 06 27 08	20.375
2013 06 27 09	20.459
2013 06 27 10	20.625
2013 06 27 11	20.867
2013 06 27 12	21.156
2013 06 27 13	21.361
2013 06 27 14	21.374
2013 06 27 15	21.315
2013 06 27 16	21.305
2013 06 27 17	21.311
2013 06 27 18	21.25
2013 06 27 19	21.16
2013 06 27 20	21.091
2013 06 27 21	21.036
2013 06 27 22	20.989
2013 06 27 23	20.953
2013 06 28 00	20.917
2013 06 28 01	20.882
2013 06 28 02	20.851
2013 06 28 03	20.821
2013 06 28 04	20.792
2013 06 28 05	20.765
2013 06 28 06	20.777
2013 06 28 07	20.802
2013 06 28 08	20.823
2013 06 28 09	20.954
2013 06 28 10	21.206
2013 06 28 11	21.492
2013 06 28 12	21.813
2013 06 28 13	22.134
2013 06 28 14	22.365
2013 06 28 15	22.322
2013 06 28 16	22.117
2013 06 28 17	21.964
2013 06 28 18	21.798
2013 06 28 19	21.661
2013 06 28 20	21.559
2013 06 28 21	21.468
2013 06 28 22	21.394
2013 06 28 23	21.352
2013 06 29 00	21.306
2013 06 29 01	21.262
2013 06 29 02	21.216
2013 06 29 03	21.172
2013 06 29 04	21.128
2013 06 29 05	21.081
2013 06 29 06	21.071
2013 06 29 07	21.078
2013 06 29 08	21.08
2013 06 29 09	21.145
2013 06 29 10	21.276
2013 06 29 11	21.454
2013 06 29 12	21.706
2013 06 29 13	21.97
2013 06 29 14	22.147
2013 06 29 15	22.137
2013 06 29 16	22.094
2013 06 29 17	22.084
2013 06 29 18	21.987
2013 06 29 19	21.869
2013 06 29 20	21.787
2013 06 29 21	21.716
2013 06 29 22	21.654
2013 06 29 23	21.61
2013 06 30 00	21.555
2013 06 30 01	21.498
2013 06 30 02	21.448
2013 06 30 03	21.38
2013 06 30 04	21.31
2013 06 30 05	21.242
2013 06 30 06	21.21
2013 06 30 07	21.197
2013 06 30 08	21.183
2013 06 30 09	21.235
2013 06 30 10	21.382
2013 06 30 11	21.635
2013 06 30 12	21.946
2013 06 30 13	22.23
2013 06 30 14	22.251
2013 06 30 15	22.12
2013 06 30 16	22.1
2013 06 30 17	22.084
2013 06 30 18	21.995
2013 06 30 19	21.882
2013 06 30 20	21.804
2013 06 30 21	21.741
2013 06 30 22	21.7
2013 06 30 23	21.673
2013 07 01 00	21.646
2013 07 01 01	21.617
2013 07 01 02	21.588
2013 07 01 03	21.555
2013 07 01 04	21.522
2013 07 01 05	21.494
2013 07 01 06	21.501
2013 07 01 07	21.519
2013 07 01 08	21.528
2013 07 01 09	21.614
2013 07 01 10	21.753
2013 07 01 11	21.875
2013 07 01 12	21.992
2013 07 01 13	22.092
2013 07 01 14	22.157
2013 07 01 15	22.146
2013 07 01 16	22.124
2013 07 01 17	22.106
2013 07 01 18	22.052
2013 07 01 19	21.989
2013 07 01 20	21.938
2013 07 01 21	21.884
2013 07 01 22	21.832
2013 07 01 23	21.78
2013 07 02 00	21.725
2013 07 02 01	21.67
2013 07 02 02	21.62
2013 07 02 03	21.58
2013 07 02 04	21.553
2013 07 02 05	21.536
2013 07 02 06	21.567
2013 07 02 07	21.655
2013 07 02 08	21.733
2013 07 02 09	21.907
2013 07 02 10	22.089
2013 07 02 11	22.065
2013 07 02 12	22.062
2013 07 02 13	22.079
2013 07 02 14	22.098
2013 07 02 15	22.065
2013 07 02 16	22.019
2013 07 02 17	21.973
2013 07 02 18	21.891
2013 07 02 19	21.801
2013 07 02 20	21.731
2013 07 02 21	21.664
2013 07 02 22	21.608
2013 07 02 23	21.556
2013 07 03 00	22.103
2013 07 03 01	22.064
2013 07 03 02	22.024
2013 07 03 03	21.986
2013 07 03 04	21.954
2013 07 03 05	21.926
2013 07 03 06	21.926
2013 07 03 07	21.934
2013 07 03 08	21.947
2013 07 03 09	22.063
2013 07 03 10	22.295
2013 07 03 11	22.505
2013 07 03 12	22.612
2013 07 03 13	22.745
2013 07 03 14	22.841
2013 07 03 15	22.813
2013 07 03 16	22.736
2013 07 03 17	22.681
2013 07 03 18	22.586
2013 07 03 19	22.516
2013 07 03 20	22.48
2013 07 03 21	22.452
2013 07 03 22	22.426
2013 07 03 23	22.401
2013 07 04 00	22.371
2013 07 04 01	22.341
2013 07 04 02	22.315
2013 07 04 03	22.294
2013 07 04 04	22.277
2013 07 04 05	22.258
2013 07 04 06	22.285
2013 07 04 07	22.331
2013 07 04 08	22.353
2013 07 04 09	22.459
2013 07 04 10	22.673
2013 07 04 11	22.944
2013 07 04 12	23.254
2013 07 04 13	23.543
2013 07 04 14	23.733
2013 07 04 15	23.743
2013 07 04 16	23.636
2013 07 04 17	23.593
2013 07 04 18	23.494
2013 07 04 19	23.384
2013 07 04 20	23.305
2013 07 04 21	23.233
2013 07 04 22	23.18
2013 07 04 23	23.141
2013 07 05 00	23.101
2013 07 05 01	23.065
2013 07 05 02	23.023
2013 07 05 03	22.952
2013 07 05 04	22.84
2013 07 05 05	22.715
2013 07 05 06	22.633
2013 07 05 07	22.592
2013 07 05 08	22.565
2013 07 05 09	22.585
2013 07 05 10	22.634
2013 07 05 11	22.703
2013 07 05 12	22.791
2013 07 05 13	22.85
2013 07 05 14	22.871
2013 07 05 15	22.849
2013 07 05 16	22.811
2013 07 05 17	22.779
2013 07 05 18	22.723
2013 07 05 19	22.657
2013 07 05 20	22.604
2013 07 05 21	22.546
2013 07 05 22	22.493
2013 07 05 23	22.445
2013 07 06 00	22.398
2013 07 06 01	22.354
2013 07 06 02	22.306
2013 07 06 03	22.255
2013 07 06 04	22.205
2013 07 06 05	22.155
